feature_1,feature_2,feature_3,feature_4,label
0.5592014955636321,0.1744520777571158,-1.1114721660643327,1.323908104187379,low
0.5378250756969083,-0.26326269068468533,0.7453502767215878,-0.3760671908198032,medium
0.8728642948764459,1.799819057329977,-0.8495268067041919,-1.5123458023301046,high
-1.3629918652540678,0.004967912673864983,0.2999394652223435,-0.2305439499906501,medium
0.3442919293091432,0.4137939388173222,-0.7306447304751791,1.5709433729563216,low
1.4451136965628057,1.367616716195035,-1.096567362361161,1.8118491302974085,low
0.6793126893589772,1.7943874436429943,-0.29232919801065005,-1.909537741485389,high
0.8190039819500505,1.703786061146196,-1.748831398551587,-0.027468607910918097,low
-0.2362397672070755,0.4597842367701971,-1.0623270125337259,1.7937317764974592,low
-0.3882868521134982,3.6333977777808872,1.1724110888474657,3.385929018659569,medium
0.02330074606269683,0.5142760539266735,-1.7933847992551522,3.241228951378502,low
1.2776984184792195,2.0684847382960436,-2.6713320975306667,-0.6493221123175814,high
1.7421706273876822,1.4262378065978023,-0.729409444094921,-0.8020183816391175,low
1.7323826628555814,1.827352115113468,-2.289881311079139,1.8573496629541402,low
0.34778610572058644,1.6912860791034006,0.7941883160439165,1.359991440251831,medium
0.5322643460825631,0.9829577597807001,0.0070494054039094145,-1.849436088105165,high
0.48213544991523216,1.022712804859399,-0.4502251473595834,-1.6510808093410776,high
1.7377166451403774,1.986148978303338,-2.725791945045339,2.4405645265689273,low
-1.875893138927562,1.7111323820590338,1.190532105373648,1.859324589129991,medium
-0.26354708913246694,0.5823674463955515,-0.9217327002355873,-1.791352200469088,high
0.12706222446200433,0.6921469212367062,1.4066933266458048,1.1178752786957626,medium
-0.7953131633600306,0.3319076138113203,1.2673619389414301,1.199237742233813,medium
0.8476491571983102,1.3121269257136214,-1.561420465745679,-1.1341040391236072,high
1.3350359952913708,1.0304611412244757,-0.4309505953051813,1.0156312222267594,low
-0.6277876881428961,1.5874974883093418,0.5070593063100466,-3.2622208919995592,high
-1.2338505643032094,0.668129797641267,2.736184515261816,1.782252883524533,medium
-0.14718241969276868,1.4540391973040458,0.3624915349850706,-2.6345891887380573,high
0.6207416224478739,0.326845557458878,2.034184752412246,2.7111565627347405,medium
-2.423084928318568,-1.089683973020792,0.7836754086100042,0.693735817454441,medium
0.07859399755166396,0.6400711205933969,-1.5062508469403475,-1.385995532715514,high
-1.741310965946409,1.8035706045420785,0.7545076003087084,1.00786642328953,medium
2.130687793365235,1.1449064290901914,-1.4013884130680088,-0.11785726877495084,high
1.5247167142627198,-0.799068301388725,-0.21580876705856078,-0.019351980406376312,high
-0.3029739291493736,0.26578425766384894,-0.054236101565781736,-2.1288432931773524,high
0.9239314495070177,0.7474015696179814,-0.40498973614670297,-1.15672666450883,high
2.2693382496233974,-0.6122384649786097,-1.9703250960478862,1.3124372980828731,high
-0.5940124826854354,-1.5195915687603057,0.49312107436286867,-2.444680113893653,medium
1.4851844378290706,1.3218693669245674,-1.9116765115441006,-0.5117758054935404,high
1.5123010855648849,0.22477131789098836,1.2047696717979695,1.994486098198899,low
2.3995271231028887,-0.570645342749416,-0.9518454632113766,0.9899199037914694,high
0.6257226814075213,1.1517105084627035,0.63904834738599,-1.9889668293989526,high
0.3876599168196566,0.01566653954678321,2.328243467970096,0.7027342641083181,medium
-0.2789133448785386,-0.10080194207783899,-0.3860868835694684,0.5483978029333202,low
0.4420069807319529,0.6763704732293188,1.145879061678148,1.1622620892097653,medium
1.6938110708681977,-1.0863849198081499,2.0630775247500885,0.9592268557110277,medium
-0.7937677429302827,1.366934664673595,-0.9455931253818198,-2.5709357335210967,high
1.168912069371735,1.1302189186779068,-0.7466862368999703,0.5423932751372691,medium
0.9336586870890118,1.3082696698453207,-1.8953791526067043,1.1969068353213312,low
-0.4041512983003135,0.6896325676947774,0.8889375647117782,1.0719775622767895,medium
0.46856887874280295,1.3051870075793401,-2.3592636054910177,-1.212244061594054,low
1.068913692279587,1.4101204197773785,-0.07219128954237508,-1.461348652710185,high
-2.509051840799323,-1.136079756309027,1.5469121289885595,-0.21153506075349315,medium
1.3113006452436389,0.7740907879141586,-0.8680909530972563,1.7411320268046222,low
1.857060782181684,0.9376730694095868,0.10053973523507143,2.9188237735800637,low
-1.4556432365474739,0.4130997962872677,1.7945606931810623,0.989923961193057,medium
1.2461638355696683,0.2060633504497127,0.4013828187885855,-0.8477002237383698,high
0.779665982592186,2.0003855166809297,-1.522793258609075,-1.420433052608427,high
-0.3672957127671137,0.2707242110557938,0.3011268222191259,-2.253699250410114,high
1.5832982882953748,1.9746657637341807,0.3151101744229071,0.19975215508190636,medium
2.3599171466062274,-0.24383218831449183,0.8591506664555076,0.012533756276648989,medium
0.33737787959981835,0.897680037332324,0.168769846098896,-2.00028819731647,high
-2.1982772064606557,0.9473691083810922,-0.5419959493371604,-0.07514755308663013,medium
1.5816387552868998,-1.149976138235322,-0.3079450899160071,0.3754762427979168,high
-0.5350803256451142,1.9865077833486673,-1.914446401043333,-2.3453895891950123,high
0.6140242684808916,1.5091639085915687,-2.5288583528463136,1.2708523503035538,low
0.6945404919519369,0.24862652348457415,-0.4424183665667005,-1.0354873951601222,high
0.4354740723295498,1.100615823373685,1.9929890493012223,1.8175502392407874,medium
-2.5643375076979233,0.85793633002632,0.9335630232047971,0.6829283099154467,medium
0.13905670889636124,-2.016638343583214,0.07523044984048055,-2.337470962832858,medium
1.7275584849115209,1.507948150104077,-0.40108162947379566,1.8010321626910955,low
1.4338652740625135,1.7532909898571627,-0.7820831616698483,-1.1434452252997243,high
1.694459998286256,0.0386508744326024,-1.6677197558523824,0.37625003037449045,high
3.065870167488513,-1.9697133220286376,-0.8642875763787672,2.2658151360910277,high
1.6739233453328328,0.9134773560613182,-1.4578622995872743,-0.24357189534641122,high
2.17281221686103,-0.26730755736148626,-0.6401124238519655,0.24332525831300367,high
0.9593610214124202,0.9862257640429666,-1.1051526321918015,-0.9859071242054412,high
0.377728314065082,1.2105076918330004,0.6589197585102728,1.2103267239769504,medium
0.636318607234738,0.6613810914194397,-1.997556460263373,2.4288428193621083,low
-0.18261117014888062,2.2289701594077207,-1.3507412780543904,-0.46120263722014143,medium
0.867788460642327,0.8578247349901464,-1.9186211737330323,2.7101849564749303,low
1.0421114713904789,0.933214237321289,2.6420293133388375,1.8761064180286564,medium
2.0120439543393047,-0.1784026095678315,-1.697857165518526,0.5644886580046156,high
-1.719715083299479,3.175046250821799,0.7394675663984063,2.4348408639479144,medium
2.2962383176073056,-0.44440816798872884,-0.6356270463910512,0.6466646714594759,high
1.3757363126975537,0.556227617633884,-0.8274799740404963,-0.5699019537083843,high
-2.4045215235930937,2.335919585521997,-0.17233796616049846,0.8458520808503204,medium
1.2079349491102966,0.6157329002296641,-0.8505215534779017,-0.62386802312843,high
1.132335223372719,0.42277654144183974,0.40480110569852834,3.041845786118417,low
0.9000817762723536,0.5909911835082874,-0.7216981563045433,-0.9745389097612892,high
0.7689279400031496,0.46273951898203614,0.08670912557021881,0.6367682771364223,low
-0.027468612254515357,0.3843451239891522,-1.381063279330772,0.9553996243857262,low
-0.1607983344975521,-0.16205902779297476,-0.7972622368991662,-1.6614110882039546,medium
-2.332478648602572,1.0538715500294296,1.7855271892874385,1.78233779478226,medium
0.20282646568618534,3.508063881261677,1.6418327094173266,3.188633046322199,medium
-0.5845231974554799,3.0371577852926515,1.591655029955393,1.8263573562087092,medium
-0.7412569790176287,1.9961831950609608,-0.9226300224525762,-3.008961289708524,high
1.725982186095726,1.6717029704858934,-0.8102740694452346,-0.6493556349728178,low
-0.04156532909989319,0.6942372308272023,-0.3099979734386763,0.809550866241513,low
-0.12376276868082581,1.7590867550030853,-0.31048596493738023,-2.7263662350666804,high
0.6235883674492023,0.03461766721985293,0.41432669770531505,3.6470885625057226,low
1.7038355560699197,-0.09176196594279196,3.5904910305769002,2.458593760094582,medium
2.1716991125831133,1.6311193472030332,-1.888046488323368,2.3176525676396382,low
-0.4109968258241786,-0.4982624586790283,1.2801186544984604,-0.28024960257732956,medium
1.0277507156524202,1.2612171424477723,0.4505837081706958,0.14968116077249083,medium
1.8158369648237342,1.466996428653153,-1.7623624070592068,-0.2516327244212945,high
1.2436041727852303,-0.6202315509675258,0.7648094955303097,-0.5776188157799343,high
0.6600920817115,1.2505455065669788,-1.4092639462441454,-1.2895333421841286,high
1.4451160747657723,0.7720683876992311,1.3172956915751957,1.5151505399832343,medium
1.1141767809286052,1.222037952899752,-0.5515604424082472,1.701839846736176,low
1.2013740242817246,0.2990626806170539,1.3329856363704002,-0.590624477446611,low
0.5303194020466936,0.5404224576157057,-0.9874293503914646,1.1960542288413738,low
0.3596140508546325,1.839236501157515,-2.9519758100865663,1.8003485752532418,low
1.0274400163358877,2.0180286375884124,-1.2408339430986923,-1.6192887171048214,high
1.32590823059896,1.2137273535842683,-0.3530493543539024,-1.1305299998717824,high
-1.1887427243929587,0.7562388667520196,1.058715706005371,0.8298689790230234,medium
-2.663091256919973,4.8327172223784665,-0.018398145068147853,1.8386460873877049,medium
2.0002141148589025,-0.05348121397816774,-1.7681978153768174,0.6977122516758163,high
1.0018810701487624,2.1453784001358747,-1.8448077239649991,-1.1478819997473997,high
-0.36801934901227806,1.934831448884713,0.4758863250236113,1.6149634486425466,medium
0.7915615201595956,0.07896626528483464,1.5480671507554211,1.2026497667792377,medium
1.224404975945019,0.4296228054125466,-0.6817547176741184,0.8274255854370873,low
-0.8731444971455011,0.8509541871761188,-1.0118136840599354,-2.478882552583638,high
1.7769878309799476,0.7503384404260994,-1.1674331622336973,-0.17572750590582775,high
1.160433558453837,2.5403342818290344,-0.8164095449933382,-1.6713589057560845,high
1.0989069515699854,0.8674720159388782,0.5611826068163406,0.4245264945971057,low
2.2622849944202104,1.5125649483291608,-1.2357524355452247,2.398438424714486,low
0.3174009768360141,1.4827474370615221,-1.845325609679336,-1.4361732493699773,high
1.5283139887210877,1.193519412519338,-1.3030506884729518,-0.5965323380148251,high
1.160775034984248,0.997193737747272,-0.30132043245210705,-1.1593489862243551,high
-0.9421528035602693,-0.423125842106127,0.0744285672756233,-1.3622375058374514,medium
1.884498363999251,1.238032824332672,-1.556988227166385,-0.03888162362606906,high
-1.3850048071526833,2.994279146745158,0.012374125582990225,1.507102190402174,medium
2.596056942895417,0.8144259835536395,1.2944957501066336,0.9224626208339648,low
-0.20061565122177671,2.221086712434283,-0.21511189748149906,-2.8915346153894936,high
2.0006406116389623,0.8046892864335962,1.0722571796000673,0.5935569437422156,low
1.1050111116807855,0.6165228607650117,-1.3388600418283625,-0.5200623939151476,high
-2.140838267499411,0.6677583356710608,0.9587436670952154,1.0584638777706763,medium
-2.718427438996516,-0.740377024048406,-0.15347050030855103,-1.1549710861622025,medium
2.838603637031047,1.770123907378657,-0.4762375639693939,0.7878526074864771,low
1.6754970705973098,1.8597090546837685,-2.1035535305624125,-0.4409773075953095,high
